Koordinaten	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Longitude	Latitude	Levenshtein Item Min	z_score_item	Levenshtein Phontype Min	z_score_phontype	Levenshtein Lextype Min	z_score_lextype
8.16274, 48.45618	TÜB w4	III_10_0138	8.16274	48.45618	18	-0.6374163049401196	8	-3.500239907854414	6	-3.101407519760562
8.16331, 47.98172	TUTT q1	na	8.16331	47.98172	0	0.0	0	0.0	0	0.0
8.16417, 48.71189	TÜB b5	III_8_0101, III_8_0102	8.16417	48.71189	39	9.691002170204342	29	7.040715711422053	25	6.487348877615889
8.16423, 48.47333	TÜB x2	III_10_0137	8.16423	48.47333	17	-0.3849048599419834	12	-0.7833971348244193	5	-3.1482787206980936
8.16491, 47.73427	TUTT M2	III_15_0113, III_15_0129	8.16491	47.73427	15	-3.0061137339667763	5	-5.68677074519215	4	-4.644850518229518
8.16546, 48.771	KST T12	na	8.16546	48.771	0	0.0	0	0.0	0	0.0
8.16564, 48.76405	KST S12	III_7_0123, III_7_0136	8.16564	48.76405	35	8.356374127181091	32	9.227246548759789	19	3.78995401100088
8.16607, 47.72173	TUTT M1	III_15_0120	8.16607	47.72173	22	0.697211738083134	7	-4.626146873807633	6	-3.584641051958527
8.167, 47.67614	TUTT L13, TUTT L14	III_15_0123	8.167	47.67614	22	0.6972117380831339	12	-1.9745871953463405	8	-2.5244315856875357
8.16759, 48.2974	TÜB M5	III_11_0144, III_11_0145, III_11_0146	8.16759	48.2974	20	-0.3608812539311258	15	-0.3836513882695646	12	-0.40401265314555335
8.16959, 47.75398	TUTT M16	na	8.16959	47.75398	0	0.0	0	0.0	0	0.0
8.17132, 47.65851	TUTT T4	III_16_0147	8.17132	47.65851	28	3.871490714125913	9	-3.565523002423116	6	-3.584641051958527
8.17189, 48.28424	TÜB M6	III_11_0141, III_11_0142	8.17189	48.28424	12	-4.593253221988165	6	-5.156458809499892	5	-4.114745785094022
8.17239, 47.60884	TUTT T6	III_16_0157	8.17239	47.60884	26	4.376513604122186	11	-1.3137090705166787	10	-0.49775505502061557
8.17383, 48.02447	TUTT i5	III_13_0093	8.17383	48.02447	26	3.5949556631169197	7	-4.0305518435466725	2	-5.221826452302545
8.17462, 48.43425	TÜB x8	III_10_0148	8.17462	48.43425	21	0.16816524207600358	5	-5.68677074519215	0	-6.7652694507715
8.17667, 47.89199	TUTT x3	na	8.17667	47.89199	0	0.0	0	0.0	0	0.0
8.17706, 47.7987	TUTT D3	III_14_0175	8.17706	47.7987	33	6.516723194161563	22	3.328532161576244	6	-3.584641051958527
8.17828, 47.81706	TUTT E2	III_14_0177	8.17828	47.81706	24	1.7553047300973939	15	-0.38365138826956535	9	-1.9943268525520401
8.17941, 48.73522	TÜB b3	na	8.17941	48.73522	0	0.0	0	0.0	0	0.0
8.18046, 48.97495	KST E1	III_5_0127	8.18046	48.97495	45	12.865281146247122	21	2.798220225883986	11	-0.934117386281049
8.18086, 47.6336	TUTT T5	III_16_0158	8.18086	47.6336	42	11.278141658225733	13	-1.4442752596540818	6	-3.584641051958527
8.18209, 48.7552	KST T13	na	8.18209	48.7552	0	0.0	0	0.0	0	0.0
8.18311, 48.66621	TÜB b10	na	8.18311	48.66621	0	0.0	0	0.0	0	0.0
8.18377, 48.72012	TÜB b4	III_8_0110, III_8_0111	8.18377	48.72012	13	-3.2826487849757697	3	-6.151799586315707	2	-5.221826452302545
8.1855, 47.71974	TUTT M3	III_15_0121	8.1855	47.71974	15	-2.22455579296151	2	-6.682111522007965	0	-6.282035918573536
8.18848, 47.6749	TUTT M15	III_15_0114	8.18848	47.6749	10	-5.651346214002426	4	-6.217082680884408	0	-6.7652694507715
8.1889, 48.17741	TÜB T5	III_12_0069	8.1889	48.17741	16	-2.4770672379596457	8	-4.095834938115375	3	-5.174955251365013
8.19194, 48.68215	TÜB b7, TÜB b8, TÜB b9	III_8_0112, III_8_0113	8.19194	48.68215	12	-3.8116952809828994	0	-7.742735393392482	0	-6.282035918573536
8.19298, 48.52477	TÜB x1	III_10_0082	8.19298	48.52477	11	-5.122299717995296	3	-6.747394616576667	0	-6.7652694507715
8.19315, 47.65491	TUTT T3	III_16_0159	8.19315	47.65491	25	2.2843512261045236	11	-2.5048991310385995	6	-3.584641051958527
8.19586, 48.80855	KST T10	III_7_0125	8.19586	48.80855	6	-6.2044163160204135	4	-5.025892620362488	3	-4.208488186969085
8.19956, 48.90045	KST M1	III_6_0097	8.19956	48.90045	20	0.4206766870741398	14	-0.31836829370086295	13	0.6093256121879067
8.20067, 48.47223	TÜB x3	III_10_0141	8.20067	48.47223	18	-1.4189742459453853	11	-2.5048991310385986	6	-3.584641051958527
8.20142, 48.8573	KST M10/1, KST M10/2	III_6_0109	8.20142	48.8573	12	0.8776523650486974	11	1.6642660807881213	9	1.3883078728337097
8.20144, 47.8687	TUTT x4	III_14_0079	8.20144	47.8687	14	-3.5351602299739056	12	-1.974587195346341	10	-1.4642221194165441
8.20179, 48.14296	TUTT b3	III_12_0161	8.20179	48.14296	25	2.284351226104524	10	-3.035211066730857	0	-6.7652694507715
8.20278, 48.57466	TÜB E2, TÜB q1	III_11_0080, ungeodnet	8.20278	48.57466	4	-8.044067249039939	0	-7.742735393392482	0	-6.282035918573536
8.20401, 48.10371	TUTT b8	III_12_0166, III_12_0167, III_12_0168	8.20401	48.10371	12	-4.593253221988165	5	-5.68677074519215	3	-5.174955251365013
8.20648, 48.05227	TUTT i6	III_13_0091, III_13_0092	8.20648	48.05227	6	-7.7675321980309455	3	-6.747394616576667	0	-6.7652694507715
8.20916, 48.43032	TÜB x7	III_10_0146	8.20916	48.43032	6	-6.9859742570256795	3	-6.151799586315707	0	-6.282035918573536
8.20923, 48.9349	KST E8	III_5_0129	8.20923	48.9349	28	3.8714907141259145	15	-0.3836513882695658	14	0.6561968131254381
8.21021, 48.25051	TÜB M7	III_12_0174	8.21021	48.25051	27	3.342444218118784	18	1.2072844188072098	17	2.2465110125319243
8.21221, 47.75633	TUTT E5	III_14_0178	8.21221	47.75633	14	-1.1904864069581071	14	0.2772267365600969	26	7.983920675147313
8.21309, 47.91261	TUTT x2	na	8.21309	47.91261	0	0.0	0	0.0	0	0.0
8.2136, 48.93047	KST E7	III_5_0130	8.2136	48.93047	14	-2.7536022889686396	10	-2.439616036469897	5	-3.6315122528960577
8.21364, 47.69246	TUTT M14	III_15_0124	8.21364	47.69246	6	-7.7675321980309455	3	-6.747394616576667	0	-6.7652694507715
8.21445, 47.6237	TUTT T7	III_16_0148, III_16_0149, III_16_0150, III_16_0151, III_16_0152, III_16_0153	8.21445	47.6237	13	-1.7195329029652373	8	-2.309049847332494	9	-0.5446262559581476
8.21698, 48.3174	TÜB E4, TÜB M4	III_11_0079, III_11_0147	8.21698	48.3174	6	-7.7675321980309455	5	-5.68677074519215	0	-6.7652694507715
8.21769, 48.84547	KST M9	III_6_0108	8.21769	48.84547	12	-3.8116952809829	7	-4.0305518435466725	3	-4.691721719167049
8.22076, 48.30289	TÜB M3/1, TÜB M3/2	III_11_0150	8.22076	48.30289	20	-0.3608812539311259	9	-3.5655230024231157	6	-3.584641051958527
8.22113, 47.65889	TUTT T2	III_16_0160	8.22113	47.65889	20	-0.36088125393112586	9	-3.565523002423116	9	-1.9943268525520401
8.22194, 48.80626	KST T9	III_7_0126, III_7_0127	8.22194	48.80626	23	1.2262582340902637	10	-3.035211066730857	6	-3.584641051958527
8.22606, 47.72946	TUTT M4	III_15_0122	8.22606	47.72946	25	2.284351226104524	14	-0.913963323961823	11	-0.934117386281049
8.22708, 48.78962	KST T8	na	8.22708	48.78962	0	0.0	0	0.0	0	0.0
8.22818, 48.18982	TÜB T4	III_12_0067, III_12_0068	8.22818	48.18982	8	-6.709439206016686	6	-5.156458809499892	5	-4.114745785094022
8.22958, 48.21343	TÜB T2	III_12_0072, III_12_0073	8.22958	48.21343	12	-4.593253221988165	2	-7.277706552268925	0	-6.7652694507715
8.23036, 48.21193	TÜB T1	III_12_0065, III_12_0066	8.23036	48.21193	12	-4.593253221988166	6	-5.156458809499892	2	-5.705059984500509
8.2316, 48.13032	TUTT b4	III_12_0163, III_12_0164, III_12_0165	8.2316	48.13032	5	-7.515020753032809	0	-7.742735393392482	0	-6.282035918573536
8.23212, 48.89333	KST M3	III_6_0098, III_6_0099	8.23212	48.89333	29	4.400537210133044	22	3.328532161576244	15	1.186301546260933
8.23618, 48.04705	TUTT i7	III_13_0090	8.23618	48.04705	25	2.2843512261045236	13	-1.4442752596540815	10	-1.4642221194165446
8.23807, 47.9196	TUTT q8	III_13_0161	8.23807	47.9196	15	-3.006113733966776	5	-5.68677074519215	0	-6.7652694507715
8.23933, 48.95136	KST E9	III_5_0131	8.23933	48.95136	12	-3.0301373399776335	7	-3.4349568132857127	0	-5.798802386375572
8.23935, 48.45251	TÜB x9	III_10_0142	8.23935	48.45251	29	5.182095151138309	14	-0.3183682937008626	9	-1.511093320354076
8.23987, 47.948	TUTT q9	na	8.23987	47.948	0	0.0	0	0.0	0	0.0
8.24051, 47.65862	TUTT T1	III_16_0161	8.24051	47.65862	32	5.987676698154434	16	0.1466605474226933	14	0.6561968131254374
8.24094, 48.76273	KST T14/1, KST T14/2, KST T14/3, KST T14/4	III_7_0131	8.24094	48.76273	15	-3.006113733966776	8	-4.095834938115375	5	-4.114745785094022
8.24371, 47.67342	TUTT M13	III_15_0128	8.24371	47.67342	26	2.8133977221116537	11	-2.504899131038599	6	-3.584641051958527
8.24463, 47.98628	TUTT q2	III_13_0157	8.24463	47.98628	11	-4.340741776990029	5	-5.09117571493119	0	-6.282035918573536
8.24536, 48.73474	TÜB b1	na	8.24536	48.73474	0	0.0	0	0.0	0	0.0
8.24598, 48.26194	TÜB M8	III_11_0154	8.24598	48.26194	18	-1.4189742459453858	9	-3.5655230024231157	4	-4.644850518229518
8.24698, 47.64159	TUTT T8	III_16_0162	8.24698	47.64159	21	5.639070829112867	16	4.315825759249415	17	5.629145737917675
8.24755, 48.76768	KST T11	na	8.24755	48.76768	0	0.0	0	0.0	0	0.0
8.24794, 48.8572	KST M8	III_6_0107	8.24794	48.8572	9	-3.835718886993757	1	-6.021233397178303	0	-5.315568854177607
8.25164, 48.3205	TÜB M2	III_11_0148	8.25164	48.3205	20	-0.360881253931126	10	-3.035211066730857	5	-4.114745785094022
8.25343, 48.91099	KST M2	na	8.25343	48.91099	0	0.0	0	0.0	0	0.0
8.25368, 48.00477	TUTT i3	III_13_0089	8.25368	48.00477	14	-3.5351602299739056	4	-6.217082680884408	0	-6.7652694507715
8.25452, 48.82818	KST T1	III_7_0128	8.25452	48.82818	23	2.00781617509553	19	2.333191384760428	14	1.139430345323402
8.25452, 48.94056	KST E6	III_5_0139	8.25452	48.94056	32	5.987676698154434	24	4.389156032960761	19	3.306720478802916
8.25483, 47.91602	TUTT q7	III_14_0075	8.25483	47.91602	4	-8.825625190045205	1	-7.808018487961184	0	-6.7652694507715
8.25756, 48.15793	TUTT b2	III_12_0162	8.25756	48.15793	19	-0.8899277499382559	8	-4.095834938115375	9	-1.9943268525520401
8.25784, 48.07437	TUTT i1	III_13_0082	8.25784	48.07437	32	5.987676698154433	15	-0.38365138826956524	11	-0.9341173862810486
8.25823, 47.69472	TUTT M11	III_15_0125, III_15_0126	8.25823	47.69472	17	-1.9480207419525153	14	-0.9139633239618241	13	0.12609207998994187
8.25836, 48.13097	TUTT b5	III_12_0152, III_12_0153, III_12_0154	8.25836	48.13097	17	-1.9480207419525162	3	-6.747394616576667	0	-6.7652694507715
8.2614, 48.74458	TÜB b2/1, TÜB b2/2	na	8.2614	48.74458	0	0.0	0	0.0	0	0.0
8.26186, 47.7749	TUTT E3, TUTT E4	na	8.26186	47.7749	0	0.0	0	0.0	0	0.0
8.26226, 47.67494	TUTT M12	III_15_0117	8.26226	47.67494	19	-0.8899277499382552	14	-0.9139633239618232	15	1.186301546260933
8.26456, 47.84976	TUTT x5	III_14_0076	8.26456	47.84976	27	3.342444218118784	26	5.449779904345277	19	3.306720478802916
8.26562, 48.1922	TÜB T3	III_12_0070, III_12_0071	8.26562	48.1922	24	1.7553047300973936	9	-3.5655230024231157	2	-5.705059984500509
8.26593, 48.65907	TÜB i1	III_9_0104	8.26593	48.65907	33	8.079839076172096	23	5.050034157790423	17	3.212978076927853
8.26602, 48.02831	TUTT i4	III_13_0088	8.26602	48.02831	24	1.7553047300973934	4	-6.217082680884408	0	-6.7652694507715
8.26708, 47.75087	TUTT M5	III_14_0179	8.26708	47.75087	19	0.6731881320722758	15	0.807538672252355	11	0.032349678114879876
8.26776, 48.96981	KST E2	na	8.26776	48.96981	0	0.0	0	0.0	0	0.0
8.26837, 47.96084	TUTT q4	III_13_0160	8.26837	47.96084	12	-4.593253221988165	8	-4.095834938115375	5	-4.114745785094022
8.2685, 48.93129	KST E5	III_5_0132, III_5_0133	8.2685	48.93129	30	4.929583706140175	18	1.2072844188072107	14	0.6561968131254379
8.26889, 48.77997	KST T7	III_7_0132	8.26889	48.77997	12	-2.248579398972368	4	-4.430297590101528	0	-5.315568854177607
8.27063, 48.29042	TÜB M9	III_11_0151	8.27063	48.29042	26	2.813397722111654	21	2.7982202258839863	15	1.1863015462609336
8.27064, 48.62026	TÜB i2	III_9_0105	8.27064	48.62026	17	-1.1664628009472502	5	-5.09117571493119	0	-6.282035918573536
8.27573, 48.82868	KST T2	na	8.27573	48.82868	0	0.0	0	0.0	0	0.0
8.2763, 48.87021	KST M4	III_6_0104, III_6_0105	8.2763	48.87021	27	3.3424442181187834	20	2.267908290191728	14	0.6561968131254379
8.28181, 47.63443	TUTT T9	III_16_0155	8.28181	47.63443	19	-0.10836980893298931	13	-0.8486802293931218	11	-0.45088385408308507
8.28478, 48.83768	KST M7	III_6_0106	8.28478	48.83768	20	-0.3608812539311257	18	1.2072844188072107	14	0.6561968131254382
8.28505, 47.72465	TUTT M7	III_15_0115	8.28505	47.72465	22	0.6972117380831346	10	-3.0352110667308576	9	-1.9943268525520403
8.28883, 48.96003	KST E4	III_5_0136, III_5_0137, III_5_0138	8.28883	48.96003	10	-4.86978827299716	3	-6.151799586315707	0	-6.282035918573536
8.28904, 48.37778	TÜB E3	III_11_0081	8.28904	48.37778	26	2.8133977221116533	15	-0.3836513882695647	14	0.656196813125438
8.2909, 47.94957	TUTT q6	na	8.2909	47.94957	0	0.0	0	0.0	0	0.0
8.29113, 47.71786	TUTT M8	III_15_0116	8.29113	47.71786	19	-0.889927749938255	10	-3.0352110667308576	9	-1.9943268525520403
8.2924, 48.33187	TÜB M1	III_11_0149	8.2924	48.33187	18	-0.6374163049401206	12	-1.3789921650853798	9	-1.511093320354076
8.29448, 47.89247	TUTT x1	na	8.29448	47.89247	0	0.0	0	0.0	0	0.0
8.29552, 47.60851	TUTT T14	III_16_0154	8.29552	47.60851	9	-6.1803927100095555	6	-5.156458809499891	6	-3.584641051958527
8.29595, 47.96531	TUTT q5	III_13_0159	8.29595	47.96531	14	-3.535160229973906	2	-7.277706552268925	0	-6.7652694507715
8.29672, 47.84246	TUTT x6	III_14_0078	8.29672	47.84246	44	12.336234650239993	36	10.752899261267862	29	8.60776781015787
8.30394, 47.63095	TUTT T12	III_16_0164	8.30394	47.63095	43	11.807188154232865	23	3.858844097268502	34	11.258291475835346
8.30454, 47.68312	TUTT M10	III_15_0119	8.30454	47.68312	45	13.646839087252388	29	7.6363107416830145	28	8.56089660922034
8.30495, 47.58771	TUTT T16	III_16_0166	8.30495	47.58771	5	-8.296578694038075	0	-8.338330423653442	0	-6.7652694507715
8.30495, 48.04519	TUTT i2	III_13_0084, III_13_0085, III_13_0086, III_13_0087	8.30495	48.04519	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
8.30617, 47.65178	TUTT T10	III_16_0163	8.30617	47.65178	16	-2.4770672379596457	4	-6.217082680884408	2	-5.705059984500509
8.30807, 48.2924	TÜB M10	III_11_0152, III_11_0153	8.30807	48.2924	25	2.284351226104524	18	1.2072844188072094	14	0.6561968131254381
8.3082, 48.76673	KST T6	III_7_0133	8.3082	48.76673	31	5.458630202147303	15	-0.38365138826956474	7	-3.054536318823031
8.3086, 48.11587	TUTT b6	III_12_0169	8.3086	48.11587	13	1.4066988610558266	15	3.1899187932961963	13	3.025493273177728
8.30895, 48.81087	KST T3	na	8.30895	48.81087	0	0.0	0	0.0	0	0.0
8.3101, 48.47233	TÜB x4	III_10_0143, III_10_0144	8.3101	48.47233	17	-1.948020741952516	6	-5.156458809499891	2	-5.705059984500509
8.31051, 48.84847	KST M6	na	8.31051	48.84847	0	0.0	0	0.0	0	0.0
8.31065, 47.85812	TUTT x7	III_14_0077	8.31065	47.85812	17	-1.948020741952516	0	-8.338330423653442	0	-6.7652694507715
8.3126, 47.74971	TUTT M6	III_14_0180, III_14_0181, III_14_0182, III_14_0183	8.3126	47.74971	14	-3.535160229973906	2	-7.277706552268925	0	-6.7652694507715
8.31271, 48.78121	KST T5	na	8.31271	48.78121	0	0.0	0	0.0	0	0.0
8.3168, 48.16202	TUTT b1	III_12_0158, III_12_0159, III_12_0160	8.3168	48.16202	16	0.6491645260614186	12	0.40779292569750036	9	-0.06139272376018279
8.31683, 48.97425	KST E3	III_5_0135	8.31683	48.97425	21	0.9497231830812701	12	-1.3789921650853803	5	-3.6315122528960577
8.31732, 47.99481	TUTT q3	III_13_0158	8.31732	47.99481	17	-1.948020741952516	6	-5.156458809499892	0	-6.7652694507715
8.31845, 47.7201	TUTT M9	III_15_0127	8.31845	47.7201	25	2.2843512261045236	15	-0.3836513882695657	13	0.12609207998994243
8.31901, 48.09369	TUTT b7	III_12_0170	8.31901	48.09369	33	6.516723194161563	12	-1.9745871953463408	7	-3.054536318823031
8.31944, 47.59581	TUTT T15	III_16_0167	8.31944	47.59581	7	-5.675369820013283	2	-6.086516491747005	0	-5.798802386375572
8.32062, 47.66643	TUTT T11	III_15_0118	8.32062	47.66643	18	4.051931341091477	10	1.1339541450958635	10	1.918412605969206
8.32147, 48.801	KST T4	na	8.32147	48.801	0	0.0	0	0.0	0	0.0
8.32685, 47.62036	TUTT T13	III_16_0165	8.32685	47.62036	25	2.2843512261045236	12	-1.97458719534634	6	-3.584641051958527
8.32852, 48.42806	TÜB x5, TÜB x6	III_10_0145	8.32852	48.42806	5	-7.515020753032809	3	-6.151799586315707	0	-6.282035918573536
8.33116, 47.57477	TUTT Ta1	III_16_0156	8.33116	47.57477	15	-3.0061137339667763	11	-2.5048991310385986	10	-1.4642221194165443
8.33173, 48.8612	KST M5	III_6_0103	8.33173	48.8612	25	2.284351226104524	16	0.14666054742269422	6	-3.584641051958527
8.33183, 48.12564	TUTT c3	III_12_0155, III_12_0156, III_12_0157	8.33183	48.12564	20	-0.36088125393112624	2	-7.277706552268925	0	-6.7652694507715
8.33322, 48.79344	KST U2	na	8.33322	48.79344	0	0.0	0	0.0	0	0.0
8.3345, 48.88047	KST N1	III_6_0100, III_6_0101, III_6_0102	8.3345	48.88047	24	1.755304730097393	12	-1.97458719534634	10	-1.4642221194165441
8.33578, 48.76294	KST U4	III_7_0134	8.33578	48.76294	30	4.929583706140174	27	5.980091840037535	25	6.487348877615888
8.33737, 49.0022	KST x 1	III_4_0114	8.33737	49.0022	26	2.8133977221116537	9	-3.5655230024231157	3	-5.174955251365013
8.34126, 48.69401	TÜB c6	III_25_0008, III_25_0009	8.34126	48.69401	6	0.048047212021715247	0	-2.3823801210438407	0	-1.932934128791857
8.34216, 47.8198	TUTT F2	na	8.34216	47.8198	0	0.0	0	0.0	0	0.0
8.34259, 48.29033	TÜB N2	III_30_0008	8.34259	48.29033	24	1.7553047300973945	17	0.676972483114952	9	-1.9943268525520401
8.34313, 48.78046	KST U3	na	8.34313	48.78046	0	0.0	0	0.0	0	0.0
8.34437, 49.03039	KST y 8	na	8.34437	49.03039	0	0.0	0	0.0	0	0.0
8.34547, 47.8844	TUTT y2	na	8.34547	47.8844	0	0.0	0	0.0	0	0.0
8.34615, 47.70245	TUTT N5	III_37_0003	8.34615	47.70245	21	1.7312811240865362	10	-1.8440210062089373	6	-2.6181739875625976
8.34633, 48.74303	TÜB c1	III_25_0006, III_25_0007	8.34633	48.74303	8	-6.709439206016685	5	-5.68677074519215	4	-4.644850518229518
8.34635, 47.78326	TUTT F4	III_36_0005	8.34635	47.78326	14	-3.535160229973906	4	-6.217082680884408	4	-4.644850518229518
8.34688, 48.1887	TÜB U1	na	8.34688	48.1887	0	0.0	0	0.0	0	0.0
8.34737, 47.64854	TUTT U4	III_38_0006	8.34737	47.64854	26	2.8133977221116533	7	-4.626146873807633	0	-6.7652694507715
8.34864, 47.8748	TUTT y3	III_35_0003	8.34864	47.8748	10	-5.651346214002426	3	-6.747394616576667	0	-6.7652694507715
8.34869, 48.63918	TÜB k1	III_26_0001	8.34869	48.63918	15	-2.22455579296151	5	-5.09117571493119	0	-6.282035918573536
8.35062, 48.8186	KST U1	III_24_0001	8.35062	48.8186	21	0.9497231830812699	4	-5.621487650623449	0	-6.282035918573536
8.35108, 47.85467	TUTT y4	III_35_0002	8.35108	47.85467	22	0.6972117380831335	7	-4.626146873807633	0	-6.7652694507715
8.35185, 47.79705	TUTT F3	III_36_0006	8.35185	47.79705	14	-3.5351602299739056	1	-7.808018487961184	0	-6.7652694507715
8.35246, 48.34621	TÜB F1	III_29_0001	8.35246	48.34621	7	-4.893811879008017	3	-4.960609525793786	0	-5.315568854177607
8.35397, 48.72827	TÜB c2	na	8.35397	48.72827	0	0.0	0	0.0	0	0.0
8.35529, 49.0032	KST y 7	na	8.35529	49.0032	0	0.0	0	0.0	0	0.0
8.35642, 47.64323	TUTT U3	III_38_0004	8.35642	47.64323	21	1.731281124086536	8	-2.904644877593454	4	-3.678383453833589
8.35693, 47.93373	TUTT r4	III_34_0017	8.35693	47.93373	20	-0.3608812539311264	13	-1.4442752596540815	9	-1.9943268525520401
8.35791, 48.80596	KST N2, KST U6	III_24_0002	8.35791	48.80596	15	-3.006113733966776	0	-8.338330423653442	0	-6.7652694507715
8.3589, 48.67857	TÜB c8	III_25_0003, III_25_0004	8.3589	48.67857	26	2.813397722111653	12	-1.97458719534634	11	-0.9341173862810488
8.35956, 47.7213	TUTT N4	III_37_0001	8.35956	47.7213	18	-1.418974245945386	10	-3.035211066730857	7	-3.0545363188230312
8.36067, 48.68405	TÜB c7	na	8.36067	48.68405	0	0.0	0	0.0	0	0.0
8.36102, 47.75368	TUTT F6	III_36_0014	8.36102	47.75368	36	8.103862682182953	15	-0.38365138826956535	13	0.1260920799899421
8.36129, 48.72172	TÜB c4	na	8.36129	48.72172	0	0.0	0	0.0	0	0.0
8.36266, 47.90077	TUTT y1	III_35_0004	8.36266	47.90077	9	-6.1803927100095555	4	-6.217082680884408	0	-6.7652694507715
8.36334, 48.70441	TÜB c5	III_25_0002	8.36334	48.70441	24	1.7553047300973936	15	-0.38365138826956424	9	-1.99432685255204
8.36541, 48.26734	TÜB N3	na	8.36541	48.26734	0	0.0	0	0.0	0	0.0
8.36574, 47.59396	TUTT U14	III_38_0008, III_38_0009	8.36574	47.59396	24	1.7553047300973943	15	-0.38365138826956535	16	1.7164062793964288
8.36613, 47.65918	TUTT U5	III_38_0007	8.36613	47.65918	46	13.394327642254254	42	13.934770875421414	41	14.969024607783817
8.36628, 48.07845	TUTT k10	III_33_0001	8.36628	48.07845	8	-2.0200915599850893	3	-3.173824435010906	0	-3.865868257583714
8.37068, 48.75614	KST U5	na	8.37068	48.75614	0	0.0	0	0.0	0	0.0
8.371, 48.92716	KST F13	III_22_000	8.371	48.92716	13	-1.719532902965238	5	-3.899985654409269	0	-5.315568854177607
8.37157, 48.0254	TUTT k9	III_33_0002	8.37157	48.0254	32	5.9876766981544325	17	0.676972483114952	29	8.607767810157869
8.37253, 48.31105	TÜB N1	III_30_0007	8.37253	48.31105	14	-3.535160229973906	1	-7.808018487961184	0	-6.7652694507715
8.37277, 48.9907	KST F1	na	8.37277	48.9907	0	0.0	0	0.0	0	0.0
8.37425, 48.13255	TUTT c2	III_32_0002	8.37425	48.13255	23	1.2262582340902637	15	-0.38365138826956524	5	-4.114745785094022
8.37469, 47.5721	TUTT Ua1	III_38_0083	8.37469	47.5721	19	-0.8899277499382559	8	-4.095834938115374	6	-3.584641051958527
8.37655, 48.16035	TUTT c1	III_32_0001	8.37655	48.16035	34	7.045769690168693	25	4.919467968653021	16	1.7164062793964288
8.37663, 47.67838	TUTT N8	III_37_0005	8.37663	47.67838	32	5.987676698154435	28	6.510403775729794	29	8.60776781015787
8.3775, 47.7761	TUTT F5	III_36_0015	8.3775	47.7761	23	1.2262582340902646	17	0.6769724831149515	16	1.7164062793964285
8.37866, 48.91717	KST N3	III_23_0002	8.37866	48.91717	17	-1.948020741952516	9	-3.5655230024231157	5	-4.114745785094022
8.37902, 49.05267	KST y 10, KST y 9	III_21_0001	8.37902	49.05267	9	-3.054160945988491	4	-3.8347025598405677	0	-4.8323353219796426
8.38083, 47.79495	TUTT F14	III_36_0007	8.38083	47.79495	32	5.987676698154434	14	-0.9139633239618236	8	-2.5244315856875357
8.38187, 47.66635	TUTT N9	III_37_0002	8.38187	47.66635	29	4.400537210133043	23	3.858844097268503	19	3.306720478802915
8.38244, 48.9868	KST F2	III_22_0001	8.38244	48.9868	21	0.94972318308127	4	-5.621487650623448	0	-6.282035918573536
