	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
171	Stra e 1	III_7_0047	Otterstal, Ottersthal	7.34837, 48.75567	häwåmm	h ä w å mm	hewamm	h e w a mm	2
172	Co G4, Co G7	III_14_0122	Napoleonsinsel (Ile Napoléon), Illzach, Illzach, Illzach	7.34839, 47.78217	hebamma	h e b a mm a	hewāmm	h e w ā mm	3
173	Co V 6	III_16_0041	Wahlbach, Wahlbach	7.34876, 47.63135	hebåmm	h e b å mm	hebamm	h e b a mm	1
174	Co z 6	III_14_0036	Regisheim (Réguisheim), Regisheim	7.35308, 47.89742	hēwamm	h ē w a mm	hewamme	h e w a mm e	2
175	Co z 1	III_14_0034	Ensisheim, Ensisheim	7.35432, 47.86522	hebam	h e b a m	hewamm	h e w a mm	2
176	Co V 10	III_16_0043	Franken, Franken	7.35483, 47.59947	hebåm	h e b å m	hebamma	h e b a mm a	3
177	Hag V 10	III_7_0044	Eckartsweiler, Eckartsweiler	7.357, 48.76744	hewamm	h e w a mm	hä̳wa̳mm	h ä ̳ w a ̳ mm	3
178	Co Va 11	III_17_0015	Werenzhausen (Werentzhouse), Werenzweiler	7.3579, 47.51688	hebåmma	h e b å mm a	hebamm	h e b a mm	2
179	Co Vd 9	III_17_0077	Kiffis, Kiffis	7.35848, 47.4405	hebamm	h e b a mm	hebam	h e b a m	1
180	Co G1	III_14_0125	Rülisheim, Rülisheim	7.35868, 47.82216	hēwåmm	h ē w å mm	hewamm	h e w a mm	2
181	Co z 5	III_13_0115	Meienheim (Meyenheim), Meienheim	7.35924, 47.91132	hewāmm	h e w ā mm	hewamm	h e w a mm	1
182	Hag O 4	III_6_0037	Erkartsweiler (Erckartswiller), Erkartsweiler	7.3596, 48.87532	hewām	h e w ā m	hewāmm	h e w ā mm	1
183	Co O4	III_15_0034	Brubach Landkreis Mülhausen, Brubach	7.35964, 47.70073	hewāma	h e w ā m a	hewamme	h e w a mm e	3
184	Co G8/1, Co G8/2	III_14_0129	Modenheim, Modenheim	7.35997, 47.76894	hewåmme	h e w å mm e	hebamme	h e b a mm e	2
185	Hag V 9	III_7_0045, III_7_0046	St. Johann (Saint-Jean-Saverne), St. Johann	7.36064, 48.76931	hewam	h e w a m	hewann	h e w a nn	2
