	Fragebogen Nr.	Longitude	Latitude	Erhebung	org ameise	item ameise	phontype ameise	lextype ameise	org begräbnis	item begräbnis	phontype begräbnis	lextype begräbnis	org deichsel	item deichsel	phontype deichsel	lextype deichsel	org elster	item elster	phontype elster	lextype elster	org fledermaus	item fledermaus	phontype fledermaus	lextype fledermaus	org gurke	item gurke	phontype gurke	lextype gurke	org hagebutte	item hagebutte	phontype hagebutte	lextype hagebutte	org hebamme	item hebamme	phontype hebamme	lextype hebamme	org kartoffel	item kartoffel	phontype kartoffel	lextype kartoffel	org maulwurf	item maulwurf	phontype maulwurf	lextype maulwurf	org pflaume	item pflaume	phontype pflaume	lextype pflaume	org stecknadel	item stecknadel	phontype stecknadel	lextype stecknadel	org ziege	item ziege	phontype ziege	lextype ziege	org zimmerfliege	item zimmerfliege	phontype zimmerfliege	lextype zimmerfliege
743	Hag O 8	7.49498	48.85955	maurer	d' Emais	emais	emeise	Ameise	Licht	licht	licht	Li(e)cht	de Dischel	dischel	dischl	Deichsel	d'Åtzel	åtzel	atsel	Atzel	de Fladdermüß	fladdermüß	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	Budde	budde	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbäre	grumbäre	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Guff	guff	guf	Glufe	Gaiß, Zigg	gaiß, zigg	geis, zig	Geiß, Zick	d'Muck	muck	muk	Mücke
744	Hag O 9	7.48667	48.84591	maurer	Ameis	ameis	ameise	Ameise	Lich(t)	licht, lich	licht, lich	Li(e)cht, Li(e)cht	Dischl	dischl	dischl	Deichsel	Åtzl	åtzl	atsel	Atzel	Fladrmüs	fladrmüs	fladermüs	Fledermaus	Gogummer	gogummer	gagummer	Gugummer	Bůde	bůde	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geiß	geiß	geis	Geiß	Muck	muck	muk	Mücke
745	Hag P 1	7.59018	48.9196	maurer	d' Āmais	āmais	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	Die Dischl	dischl	dischl	Deichsel	die Azzl	azzl	atsel	Atzel	d'Fladdrmüs	fladdrmüs	fladermüs	Fledermaus	Gågumer	gågumer	gagummer	Gugummer	die Budd	budd	butt	Butte	Hewamm	hewamm	hewamm	Hebamme	Grombeer	grombeer	grombere	Grundbirne	Mühlwalfer	mühlwalfer	mülwalfer	Maulwerfer	Quetschepflüm	quetschepflüm	gwetschepflüm	Quetschpflaume	Guff	guff	guf	Glufe	d'Gaihs	gaiß	geis	Geiß	die Mugg	mugg	muk	Mücke
746	Hag P 10	7.63837	48.87814	maurer	d' Ameis	ameis	ameise	Ameise	Lich	lich	lich	Li(e)cht	d'Dischel	dischel	dischl	Deichsel	Åtzel	åtzel	atsel	Atzel	Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	d'Buddä	buddä	butte	Butte	Hewaomm	hewaomm	hewamm	Hebamme	Grumbär	grumbär	grumbere	Grundbirne	Mülwälfer	mülwälfer	mülwelfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	d'Geiss	geiss	geis	Geiß	d'Mugg	mugg	muk	Mücke
747	Hag P 11	7.61913	48.85878	maurer	Ämeis	ämeis	emeise	Ameise	Licht	licht	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Fläddermüs	fläddermüs	fledermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Butte	butte	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwälfer	mülwälfer	mülwelfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geiss	geiss	geis	Geiß	Muck	muck	muk	Mücke
748	Hag P 12	7.62806	48.84844	maurer	åmeis	åmeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Flattermüs	flattermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Butte	butte	butte	Butte	Hebamm	hebamm	hebamm	Hebamme	Grummbeere	grummbeere	grumbere	Grundbirne	Mülwarfer	mülwarfer	mülwarfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geiß	geiß	geis	Geiß	Muck	muck	muk	Mücke
749	Hag P 13	7.62648	48.84525	maurer	Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Åtzel	åtzel	atsel	Atzel	Flåttermüs	flåttermüs	fladermüs	Fledermaus	Gåkummer	gåkummer	gagummer	Gugummer	d Butt	butt	butt	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbära	grumbära	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüma	pflüma	pflüme	Pflaume	Guf	guf	guf	Glufe	Gaiß	gaiß	geis	Geiß	Muck	muck	muk	Mücke
750	Hag P 14	7.60881	48.84422	maurer	Ämais	ämais	emeise	Ameise	Līchd	līchd	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Elschdr	elschdr	elschter	Elster	Fläddermǖs	fläddermǖs	fledermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	Butte	butte	butte	Butte	Hebåmm	hebåmm	hebamm	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Mǖlwurf	mǖlwurf	mülwurf	Maulwurf	Pfluem	pfluem	pfluem	Pflaume	Gūf	gūf	guf	Glufe	Gaihs	gaiß	geis	Geiß	Muck	muck	muk	Mücke
751	Hag P 15	7.59731	48.86227	maurer	Ähmais	ähmais	emeise	Ameise	Licht	licht	licht	Li(e)cht	Dischl	dischl	dischl	Deichsel	Åtzel	åtzel	atsel	Atzel	Fleddermüs	fleddermüs	fledermüs	Fledermaus	Gågummere	gågummere	gagummere	Gugummer	Butte	butte	butte	Butte	Hebåmm	hebåmm	hebamm	Hebamme	Grummbäre	grummbäre	grumbere	Grundbirne	Mühlwâlfer	mühlwâlfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Gůff	gůff	guf	Glufe	Gais	gais	geis	Geiß	Mugge	mugge	muke	Mücke
752	Hag P 16	7.54972	48.85428	maurer	d' Āmäise	āmäise	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	d'Åtzl	åtzl	atsel	Atzel	d Fladdarmüs	fladdarmüs	fladermüs	Fledermaus	Gagumer	gagumer	gagummer	Gugummer	d'Buda	buda	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pfluma	pfluma	pflume	Pflaume	Guff	guff	guf	Glufe	d'Gäis	gäis	geis	Geiß	d'Muck	muck	muk	Mücke
753	Hag P 17	7.52526	48.87312	maurer	Amaise	amaise	ameise	Ameise	Licht	licht	licht	Li(e)cht	die Dischel	dischel	dischl	Deichsel	die Atzel	atzel	atsel	Atzel	die Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	die Putte	putte	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwälfer	mülwälfer	mülwelfer	Maulwerfer	Pflümm	pflümm	pflüm	Pflaume	Stecknådel	stecknådel	schteknådel	Stecknadel	die Geis	geis	geis	Geiß	die Mucke	mucke	muke	Mücke
754	Hag P 18	7.53932	48.84466	maurer	na	na	na	na	Licht	licht	licht	Li(e)cht	Dischl	dischl	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	na	na	na	na	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Gaiß	gaiß	geis	Geiß	Muck	muck	muk	Mücke
755	Hag P 19	7.60881	48.84422	maurer	(die) å̄meise	å̄meise	ameise	Ameise	Licht	licht	licht	Li(e)cht	die Dischel	dischel	dischl	Deichsel	na	na	na	na	Flädermüs 	flädermüs 	fledermüs	Fledermaus	Gågůmer	gågůmer	gagummer	Gugummer	(die) Budde	budde	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grůmbeer	grůmbeer	grumbere	Grundbirne	Mǖlwerfer	mǖlwerfer	mülwerfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Schdecknůdel	schdecknůdel	schteknudel	Stecknadel	(die) geis	geis	geis	Geiß	(die) Můck	můck	muk	Mücke
756	Hag P 2	7.54296	48.91021	maurer	d' Ameis	ameis	ameise	Ameise	Lich	lich	lich	Li(e)cht	d'Dischel (die)	dischel	dischl	Deichsel	d'Åtzel	åtzel	atsel	Atzel	d'Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	d'Bůt	bůt	butt	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbēr	grumbēr	grumbere	Grundbirne	Mühlwalfer	mühlwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	d'Zegg, d'Geihs	geiß, zegg	geis, zeg	Geiß, Zick	d'Můck	můck	muk	Mücke
757	Hag P 3	7.52883	48.90568	maurer	Āmais	āmais	ameise	Ameise	Liecht	liecht	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Åtzel	åtzel	atsel	Atzel	Flattermüs	flattermüs	fladermüs	Fledermaus	Gogummer	gogummer	gagummer	Gugummer	Budde	budde	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbier	grumbier	grumbire	Grundbirne	Mühlwalfer	mühlwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Secherheitsguf	secherheitsguf	secherheitsguf	Sicherheitsgufe	Gais	gais	geis	Geiß	Muck	muck	muk	Mücke
758	Hag P 4	7.53995	48.89301	maurer	Aāmeis	aāmeis	ameise	Ameise	Liiche	liiche	liche	Li(e)cht	d' Dischel	dischel	dischl	Deichsel	Aatzel	aatzel	atsel	Atzel	Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagūmmer	gagūmmer	gagummer	Gugummer	d'Butt	butt	butt	Butte	Hewāmm	hewāmm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geihs	geiß	geis	Geiß	d'Muck	muck	muk	Mücke
759	Hag P 5	7.5527	48.88226	maurer	Ameis	ameis	ameise	Ameise	Lich	lich	lich	Li(e)cht	die Dischel	dischel	dischl	Deichsel	die Åtzel	åtzel	atsel	Atzel	die Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	die Budde	budde	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mǖlwalfer	mǖlwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	die Geiss	geiss	geis	Geiß	die Mo̊ck	mo̊ck	mok	Mücke
760	Hag P 6	7.57892	48.8784	maurer	Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Die Dischl	dischl	dischl	Deichsel	dīe Åtzel	åtzel	atsel	Atzel	Die Fladdermus	fladdermus	fladermus	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	die Budde	budde	butte	Butte	Häwwåmm	häwwåmm	hewamm	Hebamme	Grumbīr	grumbīr	grumbire	Grundbirne	Mühlwålfr	mühlwålfr	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	die Geihs	geiß	geis	Geiß	die Muck	muck	muk	Mücke
761	Hag P 7	7.61501	48.88508	maurer	Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	die Dischel	dischel	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Fladdermüs 	fladdermüs 	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Butt	butt	butt	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbēr	grumbēr	grumbere	Grundbirne	Müllwalfer	müllwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geiß	geiß	geis	Geiß	Mugg	mugg	muk	Mücke
762	Hag P 8	7.6319	48.90544	maurer	d' Amais	amais	ameise	Ameise	Licht	licht	licht	Li(e)cht	D' Dischel (f)	dischel	dischl	Deichsel	d'Åtzel	åtzel	atsel	Atzel	d' Fladdermǖs	fladdermǖs	fladermüs	Fledermaus	Gågůmmer	gågůmmer	gagummer	Gugummer	d'Bůtt	bůtt	butt	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grůmbear	grůmbear	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Gůff	gůff	guf	Glufe	d'Gaiss	gaiss	geis	Geiß	d'Můck	můck	muk	Mücke
763	Hag P 9	7.6592	48.90652	maurer	d' Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	d' Disch'l	dischl	dischl	Deichsel	d'Atzel	atzel	atsel	Atzel	d'Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagumer	gagumer	gagummer	Gugummer	d'Butte	butte	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Guff	guff	guf	Glufe	d'Geiß	geiß	geis	Geiß	d'Muck	muck	muk	Mücke
764	Hag Q 1	7.76471	48.91584	maurer	Amäis	amäis	ameise	Ameise	Licht, Lichd	licht, lichd	licht, licht	Li(e)cht, Li(e)cht	Dischêl	dischêl	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gāgummêr	gāgummêr	gagummer	Gugummer	Būddê	būddê	butte	Butte	Hewwāmmm	hewwāmmm	hewamm	Hebamme	Grumbėar	grumbėar	grumbere	Grundbirne	Mülwalfêr	mülwalfêr	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Gūff	gūff	guf	Glufe	Gäiss	gäiss	geis	Geiß	d'Mugg	mugg	muk	Mücke
765	Hag Q 10	7.72032	48.88168	maurer	Amais	amais	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	Dischĕl	dischĕl	dischl	Deichsel	Otzl, Atzl	atzl, otzl	atsel, atsel	Atzel, Atzel	Fladdrmus	fladdrmus	fladermus	Fledermaus	Gogummer	gogummer	gagummer	Gugummer	Budde	budde	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbärä	grumbärä	grumbere	Grundbirne	Mulwalfr	mulwalfr	mulwalfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Guff	guff	guf	Glufe	Zigg	zigg	zig	Zick	Mugge	mugge	muke	Mücke
766	Hag Q 11	7.67936	48.86259	maurer	Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Nāzel	nāzel	natsel	Atzel	Flaadermüs	flaadermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Butt	butt	butt	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwarfer	mülwarfer	mülwarfer	Maulwerfer	Pflüüm	pflüüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geis	geis	geis	Geiß	Muck	muck	muk	Mücke
767	Hag Q 12	7.67856	48.89026	maurer	d' Āmeis	āmeis	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	Dischel	dischel	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	d'Hågebutt	hågebutt	hagebutt	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mǖlwalfer	mǖlwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	d'Geihs	geiß	geis	Geiß	d'Muck	muck	muk	Mücke
768	Hag Q 2	7.71711	48.91154	maurer	Amāis	amāis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Düschl	düschl	dischl	Deichsel	Aztl	aztl	atsel	Atzel	Fladdermǖs	fladdermǖs	fladermüs	Fledermaus	Gogumere	gogumere	gagummere	Gugummer	Budde	budde	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbere, Ardapfl	ardapfl, grumbere	ardapfel, grumbere	Erdäpfel, Grundbirne	Mürwalfe	mürwalfe	mürwalfe	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Schtecknodl	schtecknodl	schteknodl	Stecknadel	Gaiß	gaiß	geis	Geiß	Mugge	mugge	muke	Mücke
769	Hag Q 3	7.71468	48.89506	maurer	O(a)meis	omeis, oameis	ameise, ameise	Ameise, Ameise	Lich	lich	lich	Li(e)cht	Dischl	dischl	dischl	Deichsel	Åtzel	åtzel	atsel	Atzel	Fladermus	fladermus	fladermus	Fledermaus	Gågummere	gågummere	gagummere	Gugummer	Butte	butte	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Gruummbärä	gruummbärä	grumbere	Grundbirne	Mülwalfr	mülwalfr	mülwalfer	Maulwerfer	Pflüeme	pflüeme	pflüeme	Pflaume	Guff	guff	guf	Glufe	Gais	gais	geis	Geiß	Schnog	schnog	schnak	Schnake
770	Hag Q 4	7.74283	48.90037	maurer	d' Ameis	ameis	ameise	Ameise	Liicht	liicht	licht	Li(e)cht	d Dischl	dischl	dischl	Deichsel	d Atzl	atzl	atsel	Atzel	d Fladdrmüs	fladdrmüs	fladermüs	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Budde	budde	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Krumbire	krumbire	grumbire	Grundbirne	Mülweifer	mülweifer	maulwerfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Guf	guf	guf	Glufe	d Gaiß	gaiß	geis	Geiß	d'Muck	muck	muk	Mücke
771	Hag Q 5	7.74557	48.89153	maurer	d' Āmeis	āmeis	ameise	Ameise	līchd	līchd	licht	Li(e)cht	d' Dischl	dischl	dischl	Deichsel	d'Åtzl	åtzl	atsel	Atzel	d' Nåchtfleddermüs	nåchtfleddermüs	nachtfledermüs	Nachtfledermaus	Gagu̍mmer	gagu̍mmer	gagummer	Gugummer	d'Budde	budde	butte	Butte	Héwamm	héwamm	hewamm	Hebamme	Grumbīre	grumbīre	grumbire	Grundbirne	Mülwalfr	mülwalfr	mülwalfer	Maulwerfer	pflüemme	pflüemme	pflüeme	Pflaume	Guf	guf	guf	Glufe	d'Gaihs	gaiß	geis	Geiß	d'Muck	muck	muk	Mücke
772	Hag Q 6	7.76797	48.89675	maurer	na	na	na	na	Licht	licht	licht	Li(e)cht	na	na	na	na	Atzel	atzel	atsel	Atzel	Flattermüß 	flattermüß 	fladermüs	Fledermaus	Kagummer	kagummer	gagummer	Gugummer	na	na	na	na	Hewāmm	hewāmm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	na	na	na	na	na	na	na	na	na	na	na	na
773	Hag Q 7	7.79196	48.89991	maurer	d' Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	d' Dischel	dischel	dischl	Deichsel	d'Atzel	atzel	atsel	Atzel	d'Fladermüs	fladermüs	fladermüs	Fledermaus	Gågumer	gågumer	gagummer	Gugummer	d'Budd	budd	butt	Butte	Hewāmm	hewāmm	hewamm	Hebamme	Grumbēre	grumbēre	grumbere	Grundbirne	Mülwelfer	mülwelfer	mülwelfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	d'Gais	gais	geis	Geiß	d'Muck	muck	muk	Mücke
774	Hag Q 8	7.78939	48.88652	maurer	Ameis	ameis	ameise	Ameise	Līchd	līchd	licht	Li(e)cht	Dischl	dischl	dischl	Deichsel	Åtzl	åtzl	atsel	Atzel	Fladdrmüs	fladdrmüs	fladermüs	Fledermaus	Gagūmmera	gagūmmera	gagummere	Gugummer	Budde 	bud	butt	Butte	Hebåmm	hebåmm	hebamm	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Mǖlwalfr	mǖlwalfr	mülwalfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Guff	guff	guf	Glufe	di Gaiß	gaiß	geis	Geiß	Mugg	mugg	muk	Mücke
775	Hag Q 9	7.73641	48.87453	maurer	d' Ameis	ameis	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	d' Dischel	dischel	dischl	Deichsel	D'r Atzel	atzel	atsel	Atzel	d'Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Butt	butt	butt	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Müllwarfer	müllwarfer	mülwarfer	Maulwerfer	Pflümm	pflümm	pflüm	Pflaume	Guff	guff	guf	Glufe	d Geiss	geiss	geis	Geiß	d'Muck	muck	muk	Mücke
776	Hag R 1	7.92307	48.91408	maurer	Amäß	amäß	amese	Ameise	Licht	licht	licht	Li(e)cht	d' Dissel	dissel	disl	Deichsel	d'Åtzel	åtzel	atsel	Atzel	d'Fladdermǖs	fladdermǖs	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	die Butte	butte	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mühlwalfer	mühlwalfer	mülwalfer	Maulwerfer	die Pflǖm	pflǖm	pflüm	Pflaume	Guff	guff	guf	Glufe	die Gǟß	gǟß	gäs	Geiß	die Muck	muck	muk	Mücke
777	Hag R 2	7.88417	48.9137	maurer	Ameise	ameise	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	Disl	disl	disl	Deichsel	Åzel	åzel	atsel	Atzel	Fladdermǖs	fladdermǖs	fladermüs	Fledermaus	Gågummere	gågummere	gagummere	Gugummer	Budde	budde	butte	Butte	Hēwåmm	hēwåmm	hewamm	Hebamme	Grumbere	grumbere	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Schdēgnādel	schdēgnādel	schteknadel	Stecknadel	Geis	geis	geis	Geiß	Muc͟k	muc͟k	muk	Mücke
778	Hag R 3	7.84913	48.90982	maurer	åmeis	åmeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Åtzel	åtzel	atsel	Atzel	Fladermüüs	fladermüüs	fladermüs	Fledermaus	Gagůmmer	gagůmmer	gagummer	Gugummer	Haabutte	haabutte	habutte	Hagebutte	Hewåmm	hewåmm	hewamm	Hebamme	Grumbär	grumbär	grumbere	Grundbirne	Müllwalfer	müllwalfer	mülwalfer	Maulwerfer	Pflüüm	pflüüm	pflüm	Pflaume	Guff	guff	guf	Glufe	Geis	geis	geis	Geiß	e Můgg, Mugge	mugge, můgg	muk, muk	Mücke, Mücke
779	Hag R 4	7.87665	48.90207	maurer	Ameis	ameis	ameise	Ameise	Lich	lich	lich	Li(e)cht	Disel	disel	disl	Deichsel	Atzel	atzel	atsel	Atzel	Flattermus	flattermus	fladermus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Budde	budde	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalf	mülwalf	mülwolf	Maulwurf	Pflüme	pflüme	pflüme	Pflaume	Kluf	kluf	gluf	Glufe	Gais	gais	geis	Geiß	Mucke	mucke	muke	Mücke
780	Hag R 5/1	7.89812	48.8986	maurer	Ameise	ameise	ameise	Ameise	Licht	licht	licht	Li(e)cht	die Dissel	dissel	disl	Deichsel	d' Atzel	atzel	atsel	Atzel	d'Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	d'Butte	butte	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Mulwalfer	mulwalfer	mulwalfer	Maulwerfer	Pflüme	pflüme	pflüme	Pflaume	Guff	guff	guf	Glufe	d'Geiß	geiß	geis	Geiß	die Mucke	mucke	muke	Mücke
781	Hag R 5/2	7.91634	48.89883	maurer	Ameis	ameis	ameise	Ameise	Licht	licht	licht	Li(e)cht	die Dissel	dissel	disl	Deichsel	die Atzel	atzel	atsel	Atzel	de Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	die Butta	butta	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflühm	pflühm	pflüm	Pflaume	Guff	guff	guf	Glufe	die Gees	gees	ges	Geiß	die Muck	muck	muk	Mücke
782	Hag R 6	7.91693	48.8985	maurer	d' Ameïs	ameïs	ameise	Ameise	Licht	licht	licht	Li(e)cht	de Dissel	dissel	disl	Deichsel	dr Atzel	atzel	atsel	Atzel	de Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Häjebutte	häjebutte	hajebutte	Hagebutte	Hewang	hewang	hewang	Hebamme	Grumbeeer	grumbeeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Geïs	geïs	geis	Geiß	d'Muck	muck	muk	Mücke
783	Hag R 7	7.95587	48.90241	maurer	Ēmäs	ēmäs	emese	Ameise	Lichd	lichd	licht	Li(e)cht	die Dissel	dissel	disl	Deichsel	die Åtzel	åtzel	atsel	Atzel	die Fladermüs	fladermüs	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	die Hågebutt	hågebutt	hagebutt	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Grumbeer	grumbeer	grumbere	Grundbirne	Mülwalfer	mülwalfer	mülwalfer	Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	die Gǟß	gǟß	gäs	Geiß	die Muck	muck	muk	Mücke
